year,Rk,School,Conf,Overall W,Overall L,Overall Pct,Conference W,Conference L,Conference Pct,PPG,OPPG,SRS SRS,SRS SOS,Polls AP Pre,Polls AP High,Polls AP Post,Notes,Polls AP Curr
2009,75,Air Force,MWC,8,5,.615,5,3,.625,29.7,15.7,6.57,-2.28,,,,,NA
2009,76,Wyoming,MWC,7,6,.538,4,4,.500,18.3,27.3,-4.53,-0.53,,,,,NA
2009,77,Nevada-Las Vegas,MWC,5,7,.417,3,5,.375,24.8,32.4,-5.61,-0.95,,,,,NA
2009,78,San Diego State,MWC,4,8,.333,2,6,.250,23.3,30.5,-7.79,-2.54,,,,,NA
2009,79,New Mexico,MWC,1,11,.083,1,7,.125,16.3,35.9,-15.80,0.45,,,,,NA
2009,80,Colorado State,MWC,3,9,.250,0,8,.000,21.7,29.8,-9.14,-1.39,,,,,NA
2009,81,Oregon,Pac-10,10,3,.769,8,1,.889,36.1,23.8,15.48,5.33,16,7,11,,NA
2009,82,Arizona,Pac-10,8,5,.615,6,3,.667,27.4,23.9,6.98,3.91,,18,,,NA
2009,83,Oregon State,Pac-10,8,5,.615,6,3,.667,31.5,25.0,8.47,3.17,,13,,,NA
2009,84,Stanford,Pac-10,8,5,.615,6,3,.667,35.5,26.5,10.88,3.42,,14,,,NA
2009,85,USC,Pac-10,9,4,.692,5,4,.556,26.5,19.8,9.11,3.95,4,3,22,,NA
2009,86,California,Pac-10,8,5,.615,5,4,.556,29.1,25.5,4.28,2.13,12,6,,,NA
2009,87,Washington,Pac-10,5,7,.417,4,5,.444,26.1,26.7,3.61,4.94,,24,,,NA
2009,88,UCLA,Pac-10,7,6,.538,3,6,.333,22.0,21.2,3.80,3.26,,,,,NA
2009,89,Arizona State,Pac-10,4,8,.333,2,7,.222,22.3,21.1,0.71,2.63,,,,,NA
2009,90,Washington State,Pac-10,1,11,.083,0,9,.000,12.0,38.5,-14.87,4.88,,,,,NA
2009,91,Florida,SEC (East),13,1,.929,8,0,1.000,35.9,12.4,21.15,5.43,1,1,3,,NA
2009,92,Georgia,SEC (East),8,5,.615,4,4,.500,28.9,25.9,9.06,6.36,13,13,,,NA
2009,93,Tennessee,SEC (East),7,6,.538,4,4,.500,29.3,22.2,8.94,5.48,,,,,NA
2009,94,Kentucky,SEC (East),7,6,.538,3,5,.375,26.1,22.7,6.03,3.56,,,,,NA
2009,95,South Carolina,SEC (East),7,6,.538,3,5,.375,20.6,20.4,7.10,6.17,,21,,,NA
2009,96,Vanderbilt,SEC (East),2,10,.167,0,8,.000,16.3,23.3,-5.11,4.14,,,,,NA
2009,97,Alabama,SEC (West),14,0,1.000,8,0,1.000,32.1,11.7,23.69,6.62,5,1,1,,NA
2009,98,LSU,SEC (West),9,4,.692,5,3,.625,24.8,16.2,12.70,6.00,11,4,17,,NA
2009,99,Ole Miss,SEC (West),9,4,.692,4,4,.500,29.5,17.7,11.50,2.50,8,4,20,,NA
2009,100,Arkansas,SEC (West),8,5,.615,3,5,.375,36.0,25.1,13.14,5.45,,,,,NA
2009,101,Auburn,SEC (West),8,5,.615,3,5,.375,33.3,27.5,10.26,4.80,,17,,,NA
2009,102,Mississippi State,SEC (West),5,7,.417,3,5,.375,25.6,26.8,5.76,7.93,,,,,NA
2009,103,Troy,Sun Belt,9,4,.692,8,0,1.000,33.7,29.8,2.73,-3.97,,,,,NA
2009,104,Middle Tennessee State,Sun Belt,10,3,.769,7,1,.875,32.0,23.7,1.10,-6.36,,,,,NA
2009,105,Louisiana-Monroe,Sun Belt,6,6,.500,5,3,.625,25.6,27.3,-8.15,-5.15,,,,,NA
2009,106,Florida Atlantic,Sun Belt,5,7,.417,5,3,.625,27.4,33.8,-9.74,-5.15,,,,,NA
2009,107,Louisiana-Lafayette,Sun Belt,6,6,.500,4,4,.500,22.2,30.3,-9.68,-5.35,,,,,NA
2009,108,Arkansas State,Sun Belt,4,8,.333,3,5,.375,22.7,23.3,-9.63,-5.80,,,,,NA
2009,109,Florida International,Sun Belt,3,9,.250,3,5,.375,22.9,35.3,-11.15,-2.40,,,,,NA
2009,110,North Texas,Sun Belt,2,10,.167,1,7,.125,26.6,35.6,-14.38,-5.97,,,,,NA
2009,111,Western Kentucky,Sun Belt,0,12,.000,0,8,.000,20.4,39.6,-20.88,-4.88,,,,,NA
2009,112,Boise State,WAC,14,0,1.000,8,0,1.000,42.2,17.1,13.50,-4.28,14,4,4,,NA
2009,113,Nevada,WAC,8,5,.615,7,1,.875,38.2,28.5,2.19,-3.66,,,,,NA
2009,114,Fresno State,WAC,8,5,.615,6,2,.750,33.8,28.4,1.34,-3.27,,,,,NA
2009,115,Idaho,WAC,8,5,.615,4,4,.500,32.7,36.0,-4.73,-4.11,,,,,NA
2009,116,Hawaii,WAC,6,7,.462,3,5,.375,22.8,29.5,-8.20,-4.20,,,,,NA
2009,117,Louisiana Tech,WAC,4,8,.333,3,5,.375,29.2,25.8,-2.97,-2.05,,,,,NA
2009,118,Utah State,WAC,4,8,.333,3,5,.375,29.1,34.0,-6.85,-2.35,,,,,NA
2009,119,New Mexico State,WAC,3,10,.231,1,7,.125,11.5,31.6,-17.97,-4.12,,,,,NA
2009,120,San Jose State,WAC,2,10,.167,1,7,.125,13.8,34.5,-14.63,-1.13,,,,,NA
2010,1,Florida State,ACC (Atlantic),10,4,.714,6,2,.750,31.4,19.6,14.20,5.06,20,16,17,,NA
2010,2,Maryland,ACC (Atlantic),9,4,.692,5,3,.625,32.2,22.2,7.02,1.33,,23,23,,NA
2010,3,North Carolina State,ACC (Atlantic),9,4,.692,5,3,.625,31.8,21.3,11.00,2.92,,21,25,,NA
2010,4,Boston College,ACC (Atlantic),7,6,.538,4,4,.500,18.5,19.5,2.15,3.00,,,,,NA
2010,5,Clemson,ACC (Atlantic),6,7,.462,4,4,.500,24.0,18.8,7.35,3.74,,,,,NA
2010,6,Wake Forest,ACC (Atlantic),3,9,.250,1,7,.125,22.8,35.8,-5.07,4.26,,,,,NA
2010,7,Virginia Tech,ACC (Coastal),11,3,.786,8,0,1.000,33.9,20.6,14.03,2.74,10,10,16,,NA
2010,8,Miami (FL),ACC (Coastal),7,6,.538,5,3,.625,26.3,20.7,8.26,4.72,13,12,,,NA
2010,9,North Carolina,ACC (Coastal),8,5,.615,4,4,.500,25.3,23.2,5.15,2.84,18,18,,,NA
2010,10,Georgia Tech,ACC (Coastal),6,7,.462,4,4,.500,26.0,25.2,0.80,0.80,16,15,,,NA
2010,11,Virginia,ACC (Coastal),4,8,.333,1,7,.125,25.3,28.3,-3.29,0.37,,,,,NA
2010,12,Duke,ACC (Coastal),3,9,.250,1,7,.125,25.3,35.4,-4.59,2.66,,,,,NA
2010,13,Missouri,Big 12 (North),10,3,.769,6,2,.750,29.8,16.1,13.98,3.29,,7,18,,NA
2010,14,Nebraska,Big 12 (North),10,4,.714,6,2,.750,30.9,17.4,12.85,2.42,8,5,20,,NA
2010,15,Kansas State,Big 12 (North),7,6,.538,3,5,.375,33.6,29.1,4.11,1.26,,,,,NA
2010,16,Iowa State,Big 12 (North),5,7,.417,3,5,.375,21.7,28.8,0.43,4.27,,,,,NA
2010,17,Colorado,Big 12 (North),5,7,.417,2,6,.250,24.2,30.8,0.75,4.33,,,,,NA
2010,18,Kansas,Big 12 (North),3,9,.250,1,7,.125,17.1,34.4,-8.61,2.47,,,,,NA
2010,19,Oklahoma,Big 12 (South),12,2,.857,6,2,.750,37.2,21.8,17.11,5.40,7,3,6,,NA
2010,20,Oklahoma State,Big 12 (South),11,2,.846,6,2,.750,44.2,26.4,16.62,2.39,,10,13,,NA
2010,21,Texas A&M,Big 12 (South),9,4,.692,6,2,.750,31.2,21.9,11.39,4.85,,17,19,,NA
2010,22,Baylor,Big 12 (South),7,6,.538,4,4,.500,31.2,30.5,1.62,1.93,,22,,,NA
2010,23,Texas Tech,Big 12 (South),8,5,.615,3,5,.375,33.1,30.9,3.06,1.83,,,,,NA
2010,24,Texas,Big 12 (South),5,7,.417,2,6,.250,23.8,23.7,1.71,2.63,5,5,,,NA
2010,25,West Virginia,Big East,9,4,.692,5,2,.714,25.2,13.5,9.51,0.12,25,20,,,NA
2010,26,Connecticut,Big East,8,5,.615,5,2,.714,26.4,22.0,1.63,-1.21,,25,,,NA
2010,27,Pitt,Big East,8,5,.615,5,2,.714,26.3,19.0,7.40,1.25,15,15,,,NA
2010,28,Syracuse,Big East,8,5,.615,4,3,.571,22.2,19.3,1.30,-2.16,,,,,NA
2010,29,South Florida,Big East,8,5,.615,3,4,.429,24.1,20.0,2.15,-0.69,,,,,NA
2010,30,Louisville,Big East,7,6,.538,3,4,.429,26.4,19.4,2.71,-1.45,,,,,NA
2010,31,Cincinnati,Big East,4,8,.333,2,5,.286,27.1,28.0,-1.93,1.99,,,,,NA
2010,32,Rutgers,Big East,4,8,.333,1,6,.143,20.8,26.5,-6.76,-0.76,,,,,NA
2010,33,Ohio State,Big Ten,12,1,.923,7,1,.875,38.8,14.3,17.37,0.75,2,1,5,record adjusted to 0-0-0 by NCAA,NA
2010,34,Michigan State,Big Ten,11,2,.846,7,1,.875,29.5,22.3,9.91,1.29,,5,14,,NA
2010,35,Wisconsin,Big Ten,11,2,.846,7,1,.875,41.5,20.5,14.02,0.64,12,4,7,,NA
2010,36,Iowa,Big Ten,8,5,.615,4,4,.500,28.9,17.0,10.15,1.99,9,9,,,NA
2010,37,Illinois,Big Ten,7,6,.538,4,4,.500,32.5,23.5,7.77,1.47,,,,,NA
2010,38,Penn State,Big Ten,7,6,.538,4,4,.500,24.5,23.7,2.96,2.65,19,18,,,NA
2010,39,Michigan,Big Ten,7,6,.538,3,5,.375,32.8,35.2,1.41,3.10,,18,,,NA
2010,40,Northwestern,Big Ten,7,6,.538,3,5,.375,26.4,29.0,-1.44,-1.06,,,,,NA
2010,41,Purdue,Big Ten,4,8,.333,2,6,.250,19.7,28.8,-5.18,1.23,,,,,NA
2010,42,Minnesota,Big Ten,3,9,.250,2,6,.250,23.2,33.0,-5.06,3.53,,,,,NA
2010,43,Indiana,Big Ten,5,7,.417,1,7,.125,27.2,34.0,-4.49,-1.15,,,,,NA
2010,44,UCF,CUSA (East),11,3,.786,7,1,.875,32.1,17.1,5.79,-6.00,,21,21,,NA
2010,45,Southern Mississippi,CUSA (East),8,5,.615,5,3,.625,36.8,29.5,1.79,-4.68,,,,,NA
2010,46,East Carolina,CUSA (East),6,7,.462,5,3,.625,36.8,44.0,-4.48,0.13,,,,,NA
2010,47,Marshall,CUSA (East),5,7,.417,4,4,.500,20.8,28.8,-9.73,-3.73,,,,,NA
2010,48,UAB,CUSA (East),4,8,.333,3,5,.375,26.3,31.6,-9.20,-4.70,,,,,NA
2010,49,Memphis,CUSA (East),1,11,.083,0,8,.000,14.4,39.8,-19.43,-1.51,,,,,NA
2010,50,Tulsa,CUSA (West),10,3,.769,6,2,.750,41.4,30.3,4.95,-4.51,,24,24,,NA
2010,51,SMU,CUSA (West),7,7,.500,6,2,.750,25.7,25.6,-2.04,-2.11,,,,,NA
2010,52,Houston,CUSA (West),5,7,.417,4,4,.500,37.7,32.2,-2.11,-3.77,,23,,,NA
2010,53,UTEP,CUSA (West),6,7,.462,3,5,.375,26.0,27.5,-8.13,-7.59,,,,,NA
2010,54,Rice,CUSA (West),4,8,.333,3,5,.375,28.7,38.5,-11.08,-3.41,,,,,NA
2010,55,Tulane,CUSA (West),4,8,.333,2,6,.250,24.9,37.2,-13.42,-4.01,,,,,NA
2010,56,Navy,Ind,9,4,.692,0,0,,29.7,23.3,3.49,-1.98,,,,,NA
2010,57,Notre Dame,Ind,8,5,.615,0,0,,26.3,20.2,10.35,5.04,,,,,NA
2010,58,Army,Ind,7,6,.538,0,0,,26.6,24.3,-2.43,-4.73,,,,,NA
2010,59,Miami (OH),MAC (East),10,4,.714,7,1,.875,21.6,23.2,-5.86,-7.15,,,,,NA
2010,60,Ohio,MAC (East),8,5,.615,6,2,.750,27.5,23.8,-5.79,-9.86,,,,,NA
2010,61,Temple,MAC (East),8,4,.667,5,3,.625,25.0,19.1,-3.39,-8.14,,,,,NA
2010,62,Kent State,MAC (East),5,7,.417,4,4,.500,21.3,22.9,-8.82,-7.48,,,,,NA
2010,63,Bowling Green State,MAC (East),2,10,.167,1,7,.125,21.3,33.6,-16.76,-5.67,,,,,NA
2010,64,Buffalo,MAC (East),2,10,.167,1,7,.125,14.2,27.8,-19.20,-7.53,,,,,NA
2010,65,Akron,MAC (East),1,11,.083,1,7,.125,15.6,35.1,-21.54,-6.29,,,,,NA
2010,66,Northern Illinois,MAC (West),11,3,.786,8,0,1.000,38.0,18.9,4.32,-8.19,,24,,,NA
2010,67,Toledo,MAC (West),8,5,.615,7,1,.875,27.9,28.5,-3.70,-5.17,,,,,NA
2010,68,Western Michigan,MAC (West),6,6,.500,5,3,.625,32.3,23.8,-4.10,-7.43,,,,,NA
2010,69,Ball State,MAC (West),4,8,.333,3,5,.375,22.0,30.4,-14.83,-9.16,,,,,NA
2010,70,Central Michigan,MAC (West),3,9,.250,2,6,.250,24.4,26.0,-9.74,-5.32,,,,,NA
2010,71,Eastern Michigan,MAC (West),2,10,.167,2,6,.250,19.0,43.9,-19.07,-4.74,,,,,NA
2010,72,Texas Christian,MWC,13,0,1.000,8,0,1.000,41.6,12.0,17.96,-1.73,6,2,2,,NA
2010,73,Utah,MWC,10,3,.769,7,1,.875,33.1,20.3,8.30,0.53,,6,,,NA
2010,74,Air Force,MWC,9,4,.692,5,3,.625,30.8,21.1,6.87,-1.05,,23,,,NA
2010,75,San Diego State,MWC,9,4,.692,5,3,.625,35.0,22.1,6.07,-3.09,,,,,NA
2010,76,Brigham Young,MWC,7,6,.538,5,3,.625,26.2,21.6,1.33,0.41,,,,,NA
2010,77,Colorado State,MWC,3,9,.250,2,6,.250,16.5,34.7,-10.86,0.47,,,,,NA
2010,78,Nevada-Las Vegas,MWC,2,11,.154,2,6,.250,18.4,39.7,-11.86,3.22,,,,,NA
2010,79,Wyoming,MWC,3,9,.250,1,7,.125,19.2,30.3,-9.31,0.02,,,,,NA
2010,80,New Mexico,MWC,1,11,.083,1,7,.125,15.8,44.3,-17.76,0.57,,,,,NA
2010,81,Oregon,Pac-10,12,1,.923,9,0,1.000,47.0,18.7,21.54,3.92,11,1,3,,NA
2010,82,Stanford,Pac-10,12,1,.923,8,1,.889,40.3,17.4,21.80,5.03,,4,4,,NA
2010,83,USC,Pac-10,8,5,.615,5,4,.556,31.0,26.7,9.57,6.41,14,14,,,NA
2010,84,Washington,Pac-10,7,6,.538,5,4,.556,21.8,29.3,5.55,8.24,,,,,NA
2010,85,Arizona,Pac-10,7,6,.538,4,5,.444,28.2,22.7,8.14,6.37,,9,,,NA
2010,86,Arizona State,Pac-10,6,6,.500,4,5,.444,32.3,25.0,8.42,4.75,,,,,NA
2010,87,Oregon State,Pac-10,5,7,.417,4,5,.444,24.4,26.8,7.60,9.68,24,24,,,NA
2010,88,California,Pac-10,5,7,.417,3,6,.333,25.8,22.6,5.35,6.27,,,,,NA
2010,89,UCLA,Pac-10,4,8,.333,2,7,.222,20.2,30.3,0.62,7.29,,,,,NA
2010,90,Washington State,Pac-10,2,10,.167,1,8,.111,19.6,35.8,-4.20,7.22,,,,,NA
2010,91,South Carolina,SEC (East),9,5,.643,5,3,.625,30.9,23.1,12.97,6.18,,10,22,,NA
2010,92,Florida,SEC (East),8,5,.615,4,4,.500,29.8,21.3,9.30,4.07,4,4,,,NA
2010,93,Georgia,SEC (East),6,7,.462,3,5,.375,32.1,22.1,6.35,2.65,23,22,,,NA
2010,94,Tennessee,SEC (East),6,7,.462,3,5,.375,27.0,25.1,1.78,2.62,,,,,NA
2010,95,Kentucky,SEC (East),6,7,.462,2,6,.250,31.2,28.4,1.88,0.42,,,,,NA
2010,96,Vanderbilt,SEC (East),2,10,.167,1,7,.125,16.9,31.2,-9.57,3.01,,,,,NA
2010,97,Auburn,SEC (West),14,0,1.000,8,0,1.000,41.2,24.1,20.66,5.95,22,1,1,,NA
2010,98,LSU,SEC (West),11,2,.846,6,2,.750,29.7,18.2,15.13,4.67,21,5,8,,NA
2010,99,Arkansas,SEC (West),10,3,.769,6,2,.750,36.5,23.4,14.48,4.94,17,8,12,,NA
2010,100,Alabama,SEC (West),10,3,.769,5,3,.625,35.7,13.5,18.31,4.69,1,1,10,,NA
2010,101,Mississippi State,SEC (West),9,4,.692,4,4,.500,29.0,19.8,9.11,2.96,,15,15,,NA
2010,102,Ole Miss,SEC (West),4,8,.333,1,7,.125,30.6,35.2,-1.83,2.09,,,,,NA
2010,103,Troy,Sun Belt,8,5,.615,6,2,.750,34.1,30.2,-4.10,-7.56,,,,,NA
2010,104,Florida International,Sun Belt,7,6,.538,6,2,.750,28.8,27.3,-4.71,-6.17,,,,,NA
2010,105,Middle Tennessee State,Sun Belt,6,7,.462,5,3,.625,26.5,28.1,-10.59,-10.44,,,,,NA
2010,106,Louisiana-Monroe,Sun Belt,5,7,.417,4,4,.500,20.8,32.4,-11.04,-4.62,,,,,NA
2010,107,Arkansas State,Sun Belt,4,8,.333,4,4,.500,30.0,30.8,-7.45,-5.87,,,,,NA
2010,108,Florida Atlantic,Sun Belt,4,8,.333,3,5,.375,16.8,29.3,-15.90,-6.65,,,,,NA
2010,109,Louisiana-Lafayette,Sun Belt,3,9,.250,3,5,.375,22.3,37.0,-16.92,-5.67,,,,,NA
2010,110,North Texas,Sun Belt,3,9,.250,3,5,.375,23.9,29.7,-14.18,-7.34,,,,,NA
2010,111,Western Kentucky,Sun Belt,2,10,.167,2,6,.250,22.8,33.2,-15.37,-6.04,,,,,NA
2010,112,Nevada,WAC,13,1,.929,7,1,.875,41.0,21.4,11.96,-3.54,,11,11,,NA
2010,113,Boise State,WAC,12,1,.923,7,1,.875,45.1,12.8,18.69,-0.70,3,2,9,,NA
2010,114,Hawaii,WAC,10,4,.714,7,1,.875,39.6,25.5,6.55,-2.10,,24,,,NA
2010,115,Fresno State,WAC,8,5,.615,5,3,.625,29.0,30.0,0.18,-1.20,,,,,NA
2010,116,Louisiana Tech,WAC,5,7,.417,4,4,.500,26.8,30.7,-3.70,-0.28,,,,,NA
2010,117,Idaho,WAC,6,7,.462,3,5,.375,26.6,28.3,-2.77,-2.69,,,,,NA
2010,118,Utah State,WAC,4,8,.333,2,6,.250,22.0,33.8,-7.64,0.70,,,,,NA
2010,119,New Mexico State,WAC,2,10,.167,1,7,.125,15.7,39.5,-18.13,-1.46,,,,,NA
2010,120,San Jose State,WAC,1,12,.077,0,8,.000,16.1,34.7,-12.40,0.98,,,,,NA
2011,1,Clemson,ACC (Atlantic),10,4,.714,6,2,.750,33.6,29.3,6.54,1.18,,6,22,,NA
2011,2,Florida State,ACC (Atlantic),9,4,.692,5,3,.625,30.6,15.1,11.22,0.38,6,5,23,,NA
2011,3,Wake Forest,ACC (Atlantic),6,7,.462,5,3,.625,26.0,27.4,-0.66,1.11,,,,,NA
2011,4,North Carolina State,ACC (Atlantic),8,5,.615,4,4,.500,28.2,24.7,2.57,-1.97,,,,,NA
2011,5,Boston College,ACC (Atlantic),4,8,.333,3,5,.375,18.2,23.5,-4.61,0.89,,,,,NA
2011,6,Maryland,ACC (Atlantic),2,10,.167,1,7,.125,23.1,34.3,-8.22,2.62,,,,,NA
2011,7,Virginia Tech,ACC (Coastal),11,3,.786,7,1,.875,27.9,17.6,8.21,0.21,13,5,21,,NA
2011,8,Georgia Tech,ACC (Coastal),8,5,.615,5,3,.625,34.3,26.1,3.40,-1.29,,12,,,NA
2011,9,Virginia,ACC (Coastal),8,5,.615,5,3,.625,23.2,23.8,0.14,-0.79,,24,,,NA
2011,10,North Carolina,ACC (Coastal),7,6,.538,3,5,.375,28.0,24.8,3.63,1.17,,,,,NA
2011,11,Miami (FL),ACC (Coastal),6,6,.500,3,5,.375,26.5,20.1,5.17,0.67,,,,,NA
2011,12,Duke,ACC (Coastal),3,9,.250,1,7,.125,22.5,31.2,-7.34,0.24,,,,,NA
2011,13,Oklahoma State,Big 12,12,1,.923,8,1,.889,48.7,26.8,24.14,7.67,9,2,3,,NA
2011,14,Kansas State,Big 12,10,3,.769,7,2,.778,31.8,27.9,11.45,6.84,,10,15,,NA
2011,15,Baylor,Big 12,10,3,.769,6,3,.667,45.3,37.2,13.83,5.91,,13,13,,NA
2011,16,Oklahoma,Big 12,10,3,.769,6,3,.667,39.5,22.1,19.75,7.82,1,1,16,,NA
2011,17,Missouri,Big 12,8,5,.615,5,4,.556,32.8,23.5,11.08,6.16,21,21,,,NA
2011,18,Texas,Big 12,8,5,.615,4,5,.444,28.1,22.2,12.16,7.16,,11,,,NA
2011,19,Texas A&M,Big 12,7,6,.538,4,5,.444,39.1,28.2,13.36,7.29,8,7,,,NA
2011,20,Iowa State,Big 12,6,7,.462,3,6,.333,22.7,29.4,2.12,7.35,,,,,NA
2011,21,Texas Tech,Big 12,5,7,.417,2,7,.222,33.8,39.3,1.88,5.55,,19,,,NA
2011,22,Kansas,Big 12,2,10,.167,0,9,.000,22.3,43.8,-4.75,8.42,,,,,NA
2011,23,Cincinnati,Big East,10,3,.769,5,2,.714,33.3,20.3,7.34,-0.74,,23,25,,NA
2011,24,West Virginia,Big East,10,3,.769,5,2,.714,37.6,26.8,8.65,0.96,24,11,17,,NA
2011,25,Louisville,Big East,7,6,.538,5,2,.714,21.9,20.1,2.38,0.07,,,,,NA
2011,26,Rutgers,Big East,9,4,.692,4,3,.571,26.4,18.3,6.42,-0.12,,,,,NA
2011,27,Pitt,Big East,6,7,.462,4,3,.571,24.2,22.8,1.09,1.17,,,,,NA
2011,28,Connecticut,Big East,5,7,.417,3,4,.429,24.3,24.3,-0.42,0.58,,,,,NA
2011,29,South Florida,Big East,5,7,.417,1,6,.143,29.3,22.7,3.21,0.71,,16,,,NA
2011,30,Syracuse,Big East,5,7,.417,1,6,.143,24.2,28.5,-3.15,1.02,,,,,NA
2011,31,Wisconsin,Big Ten (Leaders),11,3,.786,6,2,.750,44.1,19.0,15.89,0.68,11,4,10,,NA
2011,32,Penn State,Big Ten (Leaders),9,4,.692,6,2,.750,19.3,16.8,6.47,3.39,,12,,,NA
2011,33,Purdue,Big Ten (Leaders),7,6,.538,4,4,.500,26.9,26.8,-0.76,0.01,,,,,NA
2011,34,Ohio State,Big Ten (Leaders),6,7,.462,3,5,.375,24.5,21.0,4.66,2.97,18,15,,,NA
2011,35,Illinois,Big Ten (Leaders),7,6,.538,2,6,.250,22.6,19.6,2.63,1.17,,16,,,NA
2011,36,Indiana,Big Ten (Leaders),1,11,.083,0,8,.000,21.4,37.3,-10.91,1.09,,,,,NA
2011,37,Michigan State,Big Ten (Legends),11,3,.786,7,1,.875,31.0,18.4,10.05,1.48,17,9,11,,NA
2011,38,Michigan,Big Ten (Legends),11,2,.846,6,2,.750,33.3,17.4,16.27,2.96,,11,12,,NA
2011,39,Nebraska,Big Ten (Legends),9,4,.692,5,3,.625,29.2,23.4,8.76,3.07,10,8,24,,NA
2011,40,Iowa,Big Ten (Legends),7,6,.538,4,4,.500,27.5,23.8,4.38,1.77,,,,,NA
2011,41,Northwestern,Big Ten (Legends),6,7,.462,3,5,.375,28.9,27.7,1.66,0.43,,,,,NA
2011,42,Minnesota,Big Ten (Legends),3,9,.250,2,6,.250,18.4,31.7,-6.04,3.21,,,,,NA
2011,43,Southern Mississippi,CUSA (East),12,2,.857,6,2,.750,36.9,20.8,9.18,-4.60,,20,20,,NA
2011,44,Marshall,CUSA (East),7,6,.538,5,3,.625,21.8,28.6,-4.59,-0.43,,,,,NA
2011,45,East Carolina,CUSA (East),5,7,.417,4,4,.500,26.3,32.3,-5.04,-1.79,,,,,NA
2011,46,UCF,CUSA (East),5,7,.417,3,5,.375,27.1,18.3,-1.80,-4.80,,,,,NA
2011,47,UAB,CUSA (East),3,9,.250,3,5,.375,20.2,36.8,-15.03,-4.12,,,,,NA
2011,48,Memphis,CUSA (East),2,10,.167,1,7,.125,16.3,35.1,-18.17,-6.17,,,,,NA
2011,49,Houston,CUSA (West),13,1,.929,8,0,1.000,49.3,22.4,11.94,-4.63,,7,18,,NA
2011,50,Tulsa,CUSA (West),8,5,.615,7,1,.875,33.1,27.3,5.20,0.89,,,,,NA
2011,51,SMU,CUSA (West),8,5,.615,5,3,.625,25.8,23.1,0.78,-1.83,,,,,NA
2011,52,Rice,CUSA (West),4,8,.333,3,5,.375,23.3,33.3,-8.15,0.35,,,,,NA
2011,53,UTEP,CUSA (West),5,7,.417,2,6,.250,26.6,30.3,-7.93,-3.85,,,,,NA
2011,54,Tulane,CUSA (West),2,11,.154,1,7,.125,21.1,37.5,-19.11,-6.18,,,,,NA
2011,55,Brigham Young,Ind,10,3,.769,0,0,,30.1,20.4,4.80,-3.13,,,,,NA
2011,56,Notre Dame,Ind,8,5,.615,0,0,,29.2,20.7,11.06,4.44,16,16,,,NA
2011,57,Navy,Ind,5,7,.417,0,0,,29.7,28.9,-1.39,-1.56,,,,,NA
2011,58,Army,Ind,3,9,.250,0,0,,24.8,28.3,-8.88,-1.80,,,,,NA
2011,59,Ohio,MAC (East),10,4,.714,6,2,.750,30.5,22.1,1.56,-5.73,,,,,NA
2011,60,Temple,MAC (East),9,4,.692,5,3,.625,30.6,13.9,5.63,-5.68,,,,,NA
2011,61,Kent State,MAC (East),5,7,.417,4,4,.500,17.1,24.3,-6.03,-1.53,,,,,NA
2011,62,Bowling Green State,MAC (East),5,7,.417,3,5,.375,26.5,28.8,-4.75,-2.33,,,,,NA
2011,63,Miami (OH),MAC (East),4,8,.333,3,5,.375,21.3,22.9,-4.90,-1.90,,,,,NA
2011,64,Buffalo,MAC (East),3,9,.250,2,6,.250,22.2,29.4,-10.89,-3.31,,,,,NA
2011,65,Akron,MAC (East),1,11,.083,0,8,.000,14.2,38.5,-19.11,-3.52,,,,,NA
2011,66,Northern Illinois,MAC (West),11,3,.786,7,1,.875,38.3,30.3,5.55,-3.52,,,,,NA
2011,67,Toledo,MAC (West),9,4,.692,7,1,.875,42.2,31.7,6.84,-1.55,,,,,NA
2011,68,Western Michigan,MAC (West),7,6,.538,5,3,.625,35.3,28.7,0.42,-2.97,,,,,NA
2011,69,Ball State,MAC (West),6,6,.500,4,4,.500,25.3,34.7,-4.38,-0.46,,,,,NA
2011,70,Eastern Michigan,MAC (West),6,6,.500,4,4,.500,21.3,24.3,-6.55,-4.30,,,,,NA
2011,71,Central Michigan,MAC (West),3,9,.250,2,6,.250,22.6,33.3,-11.28,-2.37,,,,,NA
2011,72,Texas Christian,MWC,11,2,.846,7,0,1.000,40.8,21.5,9.67,-3.17,14,14,14,,NA
2011,73,Boise State,MWC,12,1,.923,6,1,.857,44.2,18.7,16.75,-1.79,5,4,8,,NA
2011,74,Wyoming,MWC,8,5,.615,5,2,.714,26.1,27.8,-3.82,-3.98,,,,,NA
2011,75,San Diego State,MWC,8,5,.615,4,3,.571,29.8,25.0,-0.02,-4.10,,,,,NA
2011,76,Air Force,MWC,7,6,.538,3,4,.429,34.9,28.4,-0.38,-4.23,,,,,NA
2011,77,Colorado State,MWC,3,9,.250,1,6,.143,21.4,31.3,-12.69,-4.78,,,,,NA
2011,78,Nevada-Las Vegas,MWC,2,10,.167,1,6,.143,17.3,40.4,-17.72,-1.97,,,,,NA
2011,79,New Mexico,MWC,1,11,.083,1,6,.143,12.0,41.7,-19.31,-1.81,,,,,NA
2011,80,Oregon,Pac-12 (North),12,2,.857,8,1,.889,46.1,24.6,18.80,3.23,3,3,4,,NA
2011,81,Stanford,Pac-12 (North),11,2,.846,8,1,.889,43.2,21.9,17.78,3.09,7,3,7,,NA
2011,82,Washington,Pac-12 (North),7,6,.538,5,4,.556,33.4,35.9,1.80,2.80,,22,,,NA
